time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
1991-05-01 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,  353.679740,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.084000,        -nan,        -nan,        -nan,38515.783156,        -nan,        -nan,        -nan,  553.433460,    0.000000,    0.000048,    0.000513,    0.035694,-9999.000000,    0.000021,    0.001300,    0.001300,    0.000000
1991-05-02 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.433875,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  157.725601,        -nan,        -nan,        -nan,  244.428167,    0.000000,    0.000215,    0.002940,    0.075979,-9999.000000,    0.000153,    0.001300,    0.001300,    0.000000
1991-05-03 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    1.255423,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  153.048717,        -nan,        -nan,        -nan,  365.333375,    0.000000,    0.000215,    0.003414,    0.075860,-9999.000000,    0.000208,    0.001300,    0.001300,    0.000000
1991-05-04 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.347515,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  213.904906,        -nan,        -nan,        -nan,  461.240972,    0.000000,    0.000069,    0.000965,    0.043010,-9999.000000,    0.000052,    0.001300,    0.001300,    0.000000
1991-05-05 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.052607,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  251.337871,        -nan,        -nan,        -nan,  422.384806,    0.000000,    0.000010,    0.000081,    0.016266,-9999.000000,    0.000003,    0.001300,    0.001300,    0.000000
1991-05-06 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.097556,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  234.151548,        -nan,        -nan,        -nan,  475.772208,    0.000000,    0.000053,    0.000683,    0.037713,-9999.000000,    0.000033,    0.001300,    0.001300,    0.000000
1991-05-07 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.253809,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  234.723065,        -nan,        -nan,        -nan,  520.668111,    0.000000,    0.000103,    0.001175,    0.052551,-9999.000000,    0.000051,    0.001300,    0.001300,    0.000000
1991-05-08 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    0.163494,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  221.586362,        -nan,        -nan,        -nan,  499.216333,    0.000000,    0.000195,    0.002748,    0.072325,-9999.000000,    0.000148,    0.001300,    0.001300,    0.000000
1991-05-09 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    4.189383,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  120.918358,        -nan,        -nan,        -nan,  204.880306,    0.000000,    0.000531,    0.008610,    0.118866,-9999.000000,    0.000539,    0.001300,    0.001300,    0.000000
1991-05-10 24:00:00, 3571.150000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,        -nan,    1.414812,    0.000000,    0.000000,    0.000000,  275.299377,    0.000000,    0.000000,    0.000000,    0.000000,    0.075000,        -nan,        -nan,        -nan,  112.293972,        -nan,        -nan,        -nan,  373.518083,    0.000000,    0.000343,    0.005143,    0.095738,-9999.000000,    0.000296,    0.001300,    0.001300,    0.000000
